Customer Name,Visit Date,Bank Name,Rating,Comment,bank_image
AYUSH,"Jan 09, 2020",HDFC Bank,😀,"""Need to improve in customer service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
SI,"Jan 09, 2020",Kotak,😐,"""Average Banking service""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
JAI,"Jan 08, 2020",Kotak,😀,"""Good and Nice account""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
ASHISH,"Jan 08, 2020",SBI,😀,"""Best bank""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
KIRAN,"Jan 08, 2020",Axis Bank,😀,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
ANONYMOUS,"Jan 08, 2020",SBI,😡,"""Need to improve the service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
ANONYMOUS,"Jan 08, 2020",SBI,😀,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
ANNALAKSHMI,"Jan 08, 2020",Kotak,🙂,"""Good Bank""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
MADI,"Jan 08, 2020",SBI,😀,"""Best service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
NARASIMHA,"Jan 07, 2020",IndusInd Bank,😀,"""Satisfactory""",https://static.bankbazaar.com/images/common/bank-logo/indusind.png
ANONYMOUS,"Jan 07, 2020",SBI,🙂,"""Okay Account""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
ANONYMOUS,"Jan 07, 2020",HDFC Bank,🙂,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
S P,"Jan 07, 2020",HDFC Bank,😀,"""Blindly go with HDFC in terms of service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
ANONYMOUS,"Jan 07, 2020",HDFC Bank,😀,"""Better Account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
ANG,"Jan 07, 2020",SBI,😀,"""Good bank""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
ANONYMOUS,"Jan 07, 2020",SBI,🙂,"""They need to improve a lot""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
TOUT,"Jan 07, 2020",HDFC Bank,😀,"""Good bank """,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
B S,"Jan 07, 2020",HDFC Bank,😀,"""Excellent service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
KULANTHAIVEL,"Jan 07, 2020",Canara Bank,😀,"""Need to decrease interest charge""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
THIVA,"Jan 06, 2020",HDFC Bank,😀,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
DEEPIKA,"Jan 06, 2020",HDFC Bank,😀,"""Good bank""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
PAKA,"Jan 06, 2020",SBI,🙂,"""Need to decrease interest charge""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
F D,"Jan 06, 2020",HDFC Bank,😀,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
K PATEL,"Jan 06, 2020",HDFC Bank,😀,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
AR,"Jan 06, 2020",Kotak,😀,"""Transaction is smooth""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
MAR,"Jan 06, 2020",SBI,😀,"""Good bank """,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
AV,"Jan 06, 2020",Axis Bank,🙂,"""Need to decrease interest charge """,https://static.bankbazaar.com/images/common/bank-logo/axis.png
J J,"Jan 06, 2020",HDFC Bank,😀,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
ANONYMOUS,"Jan 05, 2020",Punjab National Bank,😀,"""One of the old bank in India""",https://static.bankbazaar.com/images/common/bank-logo/punjab-national-bank.png
MURALIDHARAN,"Jan 05, 2020",SBI,😀,"""Overall Good Account""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
ANONYMOUS,"Jan 05, 2020",SBI,🙂,"""Time being account""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
ANONYMS,"Jan 05, 2020",Canara Bank,🙂,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
ANONYMS,"Jan 05, 2020",Kotak,😀,"""100% trusted bank for a family""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
ANONYMOUS,"Jan 05, 2020",Citibank,😀,"""Good service""",https://static.bankbazaar.com/images/common/bank-logo/citibank.png
A,"Jan 05, 2020",HDFC Bank,😀,"""Ultra business mind""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
S K P,"Jan 04, 2020",HDFC Bank,😀,"""Best in industry""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
VIK,"Jan 04, 2020",Punjab National Bank,😀,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/punjab-national-bank.png
ARI,"Jan 04, 2020",Axis Bank,😀,"""Good """,https://static.bankbazaar.com/images/common/bank-logo/axis.png
N NARASIMHA,"Jan 04, 2020",SBI,😞,"""Not Satisfied""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
MHATRE,"Jan 03, 2020",Axis Bank,😀,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
S DOULA,"Jan 03, 2020",Canara Bank,😐,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
ANONYMOUS,"Jan 03, 2020",SBI,🙂,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
THUKRA,"Jan 03, 2020",SBI,😀,"""Good Account """,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
M P,"Jan 03, 2020",HDFC Bank,😀,"""Nice Account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
D S M,"Jan 03, 2020",IndusInd Bank,😐,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/indusind.png
D S M,"Jan 03, 2020",HDFC Bank,😀,"""Good Bank""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
SWAMY,"Jan 02, 2020",SBI,🙂,"""Good saving account """,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
RANGA,"Jan 02, 2020",Axis Bank,🙂,"""Good """,https://static.bankbazaar.com/images/common/bank-logo/axis.png
KIRAN,"Jan 02, 2020",Kotak,😞,"""Need to decrease charge """,https://static.bankbazaar.com/images/common/bank-logo/kotak.png
P  DEB,"Jan 02, 2020",SBI,😀,"""Best  Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
KUMAR,"Jan 02, 2020",Canara Bank,🙂,"""Good bank """,https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
RAJ,"Jan 02, 2020",SBI,😀,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
RAJ,"Jan 02, 2020",HDFC Bank,😀,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
S K,"Jan 02, 2020",SBI,🙂,"""Need to improve the services""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
S K,"Jan 02, 2020",Punjab National Bank,🙂,"""Really good service""",https://static.bankbazaar.com/images/common/bank-logo/punjab-national-bank.png
GODULA,"Jan 02, 2020",HDFC Bank,😐,"""Need to improve mobile app & net banking service """,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
RAG,"Dec 31, 2019",HDFC Bank,🙂,"""Good account """,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
VADIVELU,"Dec 31, 2019",IndusInd Bank,😀,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/indusind.png
DEVARAPALLI,"Dec 31, 2019",Axis Bank,😐,"""Good saving account """,https://static.bankbazaar.com/images/common/bank-logo/axis.png
PATOND,"Dec 31, 2019",Canara Bank,🙂,"""Very consumer friendly bank""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
ANONYMOUS,"Dec 31, 2019",HDFC Bank,😐,"""They need to improve the ambiance""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
S K,"Dec 31, 2019",SBI,😀,"""They have to improve their customer service and staff behavi""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
ANONYMOUS,"Dec 31, 2019",Axis Bank,🙂,"""Good Salary account""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
ANONYMOUS,"Dec 30, 2019",Axis Bank,🙂,"""Best class account""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
KSHIRSAGAR,"Dec 30, 2019",HDFC Bank,😐,"""Good bank""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
M  ULLAH,"Dec 30, 2019",SBI,🙂,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
ANONYMOUS,"Dec 30, 2019",SBI,🙂,"""Okay Account""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
ANONYMOUS,"Dec 30, 2019",HDFC Bank,🙂,"""Good bank""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
B MURMU,"Dec 30, 2019",Axis Bank,😀,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
ANONYMOUS,"Dec 30, 2019",Canara Bank,😐,"""Better bank""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
NATHAN,"Dec 29, 2019",Axis Bank,😀,"""Good saving account """,https://static.bankbazaar.com/images/common/bank-logo/axis.png
A S K,"Dec 29, 2019",Axis Bank,😀,"""Perfect banking""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
S K,"Dec 29, 2019",SBI,😀,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
HATHINISHA,"Dec 29, 2019",IndusInd Bank,😀,"""Superior bank""",https://static.bankbazaar.com/images/common/bank-logo/indusind.png
DEY,"Dec 29, 2019",HDFC Bank,😡,"""Headache account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
DEY,"Dec 29, 2019",Axis Bank,🙂,"""Easy to access""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
S K D,"Dec 29, 2019",SBI,😞,"""Good Account for senior citizen""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
TAL,"Dec 28, 2019",SBI,🙂,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
KRISHNA,"Dec 28, 2019",Kotak,🙂,"""Need to provide more atms and branches""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
NATH,"Dec 28, 2019",Axis Bank,😀,"""Good Saving Account""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
KUMAR,"Dec 28, 2019",Axis Bank,😀,"""Good account """,https://static.bankbazaar.com/images/common/bank-logo/axis.png
GARAD,"Dec 28, 2019",Kotak,🙂,"""Good one""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
GARAD,"Dec 28, 2019",Citibank,🙂,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/citibank.png
ANONYMOUS,"Dec 28, 2019",Canara Bank,😀,"""Can improve the speed of server""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
ANONYMOUS,"Dec 28, 2019",HDFC Bank,😀,"""Good bank for salary account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
DHA,"Dec 28, 2019",SBI,😞,"""Need to decrease charge""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
DHA,"Dec 28, 2019",Axis Bank,😀,"""Good """,https://static.bankbazaar.com/images/common/bank-logo/axis.png
G J,"Dec 27, 2019",Kotak,🙂,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
MOHAMED,"Dec 27, 2019",SBI,🙂,"""Good Service """,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
MOHAN,"Dec 27, 2019",SBI,🙂,"""Many ATMs in SBI""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
RAJ,"Dec 27, 2019",HDFC Bank,🙂,"""Useful bank""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
HARA,"Dec 27, 2019",Axis Bank,😀,"""Good """,https://static.bankbazaar.com/images/common/bank-logo/axis.png
Y. G,"Dec 27, 2019",Kotak,😐,"""Best savings account""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
MOORTHY,"Dec 27, 2019",HDFC Bank,😀,"""Excellent service """,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
ANONYMOUS,"Dec 27, 2019",HDFC Bank,😀,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
WASIM,"Dec 26, 2019",Axis Bank,😀,"""Very Good Service""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
ANONYMOUS,"Dec 26, 2019",SBI,😀,"""Need to improve the branch service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
ANONYMOUS,"Dec 26, 2019",Kotak,😀,"""Good Savings account""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
P K,"Dec 26, 2019",HDFC Bank,😀,"""Good banking services""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
BINOSMAN,"Dec 26, 2019",SBI,😀,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
MUKESH,"Dec 26, 2019",SBI,🙂,"""Bank need to improve their services""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
N,"Dec 24, 2019",HDFC Bank,🙂,"""Very good""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
N S,"Dec 24, 2019",SBI,🙂,"""Good""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
AP,"Dec 24, 2019",SBI,😞,"""Need to decrease charge """,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
R V,"Dec 24, 2019",SBI,😐,"""Operations team and customer care need to be improved""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
R V,"Dec 24, 2019",Kotak,😀,"""Online banking is good when i compare with others""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
SAN,"Dec 24, 2019",IDBI,😐,"""Good""",https://static.bankbazaar.com/images/common/bank-logo/idbi.png
M  REDDY,"Dec 24, 2019",HDFC Bank,😀,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
A  YADAV,"Dec 23, 2019",HDFC Bank,😀,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
S KUMAR,"Dec 23, 2019",SBI,😀,"""User Friendly""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
SANDY,"Dec 23, 2019",HDFC Bank,😀,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
LAXMAN,"Dec 23, 2019",HDFC Bank,😀,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
ANONYMOUS,"Dec 23, 2019",Kotak,😀,"""The bank which try to estabilish in the market""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
ABABU,"Dec 23, 2019",SBI,😀,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
D,"Dec 23, 2019",SBI,😀,"""Best service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
BABU,"Dec 23, 2019",SBI,😀,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
B N P,"Dec 23, 2019",Kotak,🙂,"""Banking service is not good""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
VALLAP,"Dec 23, 2019",SBI,🙂,"""Nice banking""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
K  SHAIK,"Dec 22, 2019",SBI,😐,"""Average Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
REVATHY,"Dec 22, 2019",Axis Bank,😐,"""Need to decrease charges""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
R,"Dec 22, 2019",Kotak,🙂,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
LA,"Dec 22, 2019",SBI,🙂,"""Need to decrease charges""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
RA,"Dec 22, 2019",Axis Bank,😀,"""Need to decrease interest charges""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
TRA,"Dec 22, 2019",IDBI,😀,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/idbi.png
BODDU,"Dec 22, 2019",SBI,😀,"""Satisfactory""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
SANKET,"Dec 22, 2019",SBI,😡,"""Average Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
P  SAW,"Dec 21, 2019",HDFC Bank,😀,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
AVULA,"Dec 21, 2019",HDFC Bank,😀,"""BEST""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
K,"Dec 21, 2019",Canara Bank,🙂,"""Good bank""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
KARTHICK  R,"Dec 21, 2019",Kotak,😀,"""Best savings acount""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
T,"Dec 21, 2019",Kotak,🙂,"""Good card""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
DIVYANG J,"Dec 21, 2019",HDFC Bank,😀,"""Best savings account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
ANONYMOUS,"Dec 20, 2019",Axis Bank,🙂,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
R M,"Dec 20, 2019",Kotak,🙂,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
RAJU,"Dec 20, 2019",HDFC Bank,😀,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
ANONYMOUS,"Dec 20, 2019",SBI,🙂,"""SBI is better""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
MOUMITA,"Dec 20, 2019",SBI,😀,"""good service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
MANO,"Dec 20, 2019",SBI,😀,"""Nice one""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
ANONYMOUS,"Dec 20, 2019",Kotak,😀,"""Process was long""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
ANONYMOUS,"Dec 19, 2019",SBI,🙂,"""Good Bank""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
ANONYMOUS,"Dec 19, 2019",Kotak,🙂,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
SARVADE,"Dec 19, 2019",SBI,😀,"""Not the best one""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
SARVADE,"Dec 19, 2019",HDFC Bank,😀,"""Excellent service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
SULEMAN,"Dec 19, 2019",Axis Bank,😀,"""Best  Service""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
PALSARAK,"Dec 19, 2019",SBI,😀,"""Good Account to use""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
ANONYMOUS,"Dec 18, 2019",Axis Bank,😀,"""Service is good but more hidden charges""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
ANONYMOUS,"Dec 18, 2019",Axis Bank,😀,"""Safe guarding my bread and butter money""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
KUMAR,"Dec 18, 2019",HDFC Bank,🙂,"""Good service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
ALI,"Dec 17, 2019",Axis Bank,😀,"""Very Good Account""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
BHASKAR,"Dec 17, 2019",SBI,😀,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
CHRISTOBER,"Dec 17, 2019",HDFC Bank,😀,"""Good Bank """,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
S Reddy,"Dec 17, 2019",HDFC Bank,🙂,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
ANONYMOUS,"Dec 17, 2019",Axis Bank,😀,"""Very Good Service""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
ANONYMOUS,"Dec 17, 2019",Kotak,😀,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
ANONYMOUS,"Dec 17, 2019",HDFC Bank,🙂,"""Nice banking""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
AMBI,"Dec 17, 2019",HDFC Bank,🙂,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
ANONYMOUS,"Dec 17, 2019",SBI,😞,"""Needs to be improved""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
ANONYMS,"Dec 17, 2019",Axis Bank,😀,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
A  SINGHAL,"Dec 17, 2019",SBI,🙂,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
NAGARAJAN,"Dec 16, 2019",HDFC Bank,😀,"""Good to use""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
H SETHI,"Dec 16, 2019",Kotak,😀,"""Goo""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
TRUPTHI,"Dec 16, 2019",Axis Bank,🙂,"""Nice Account""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
SHATH,"Dec 16, 2019",IDBI,😀,"""Best  Service""",https://static.bankbazaar.com/images/common/bank-logo/idbi.png
NATARAJAN,"Dec 15, 2019",IndusInd Bank,😀,"""Excellent service""",https://static.bankbazaar.com/images/common/bank-logo/indusind.png
ANONYMS,"Dec 14, 2019",Axis Bank,🙂,"""Okay Account""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
KUMAR,"Dec 14, 2019",HDFC Bank,😀,"""Need to decrease charges""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
ANONYMS,"Dec 14, 2019",Canara Bank,😀,"""Very Friendly account""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
ANONYMOUS,"Dec 14, 2019",HDFC Bank,🙂,"""Good """,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
SUNDAR,"Dec 13, 2019",Kotak,😐,"""Not good service """,https://static.bankbazaar.com/images/common/bank-logo/kotak.png
KANNAPPA,"Dec 13, 2019",Canara Bank,😀,"""Good service """,https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
S B,"Dec 13, 2019",Axis Bank,😐,"""Not a perfect account for ordinary people""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
ND,"Dec 13, 2019",SBI,😀,"""Need to decrease charges""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
SHAMEERU,"Dec 13, 2019",HDFC Bank,😐,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
SAWHNEY,"Dec 13, 2019",SBI,😀,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
DARA,"Dec 13, 2019",Axis Bank,😀,"""Good""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
SENTHIL,"Dec 13, 2019",Kotak,😡,"""Need to decrease charges for withdraw the amount""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
MUTHAMIL,"Dec 13, 2019",HDFC Bank,😀,"""Super Account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
PUTTASWAMY,"Dec 13, 2019",Canara Bank,😀,"""Best  Service""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
A N M,"Dec 13, 2019",SBI,😀,"""Very Good Bank""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
SEKARAN,"Dec 12, 2019",Axis Bank,😀,"""Need to be easy to connect customer service """,https://static.bankbazaar.com/images/common/bank-logo/axis.png
KHED,"Dec 12, 2019",SBI,🙂,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
SH,"Dec 12, 2019",Axis Bank,😐,"""Good Saving Account""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
PA,"Dec 12, 2019",Canara Bank,🙂,"""Good""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
AR,"Dec 12, 2019",SBI,😀,"""Good bank""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
MURTHY,"Dec 12, 2019",HDFC Bank,😀,"""Need to prefer the customer for premium banking""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
KRISH,"Dec 12, 2019",Axis Bank,😀,"""Good bank account """,https://static.bankbazaar.com/images/common/bank-logo/axis.png
ANONYMOUS,"Dec 11, 2019",Axis Bank,😀,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
ANONYMS,"Dec 11, 2019",SBI,🙂,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
A O,"Dec 11, 2019",HDFC Bank,😀,"""Best savings account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
P K,"Dec 11, 2019",SBI,😀,"""Best Bank""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
KUMAR,"Dec 11, 2019",Canara Bank,😀,"""Service is better""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
S  SARDAR,"Dec 10, 2019",Kotak,😀,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
PRANAV,"Dec 10, 2019",HDFC Bank,😀,"""Good bank""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
B M,"Dec 10, 2019",SBI,😐,"""Need to improve the customer care""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
MALLELA,"Dec 10, 2019",SBI,😐,"""Need to improve the customer care""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
RAJU,"Dec 10, 2019",Axis Bank,🙂,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
L K,"Dec 10, 2019",Canara Bank,🙂,"""Good service""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
MURTHY,"Dec 10, 2019",HDFC Bank,🙂,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
NESWANKAR,"Dec 09, 2019",Kotak,😀,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
BHIM,"Dec 09, 2019",SBI,😞,"""Best  Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
PARDEE,"Dec 09, 2019",IndusInd Bank,🙂,"""Need to decrease charges to maintain account""",https://static.bankbazaar.com/images/common/bank-logo/indusind.png
DHANUSH,"Dec 09, 2019",Kotak,😀,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
RAJA,"Dec 09, 2019",Axis Bank,🙂,"""Good service""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
BABU,"Dec 09, 2019",HDFC Bank,🙂,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
RAM,"Dec 09, 2019",SBI,😀,"""Good service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
R,"Dec 09, 2019",Axis Bank,😀,"""Good service""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
J,"Dec 09, 2019",SBI,😀,"""Good bank""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
SAYED,"Dec 08, 2019",Kotak,😀,"""Good bank""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
ANONYMS,"Dec 08, 2019",HDFC Bank,😀,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
GUJAR,"Dec 07, 2019",Axis Bank,😀,"""Good bank""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
UJJAWAL  K,"Dec 07, 2019",SBI,😐,"""Need to improve in service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
